"","name","yearpublished","minplayers","maxplayers","minplaytime","maxplaytime","minage","usersrated","average","avgweight","boardgamehonor","boardgamecategory","description","boardgamefamily"
"831","The Rivals for Catan",2010,2,2,45,120,10,5183,6.99959,2.3294,"['None']","Territory Building","The Rivals for Catan is a reimplementation of Catan Card Game.  The Rivals for Catan was released in German in September of 2010, on the 15th anniversary of the original card game. An English edition was released in the fourth quarter of 2010. The designer of the game, Klaus Teuber, has stated that he completely reworked many of the original card game's mechanics to make it easier for newcomers to play the game.  Each player portrays a prince for Catan, developing their individual provinces and competing to build a more successful province than the other.  The basic mode of play is similar to the original Catan Card Game, where players expand their provinces by building settlements connected by roads.  Players may also build expansions in their settlements that aid them in various ways, or upgrade their settlements to cities to allow more expansions to be built.  They build these additions by using resources that they accumulate each turn, which are determined by the roll of a die.  Cards are drawn on each turn to replenish the players' hands.  The players may also use action cards that directly affect either their own province or their opponent's province.  The Rivals for Catan features a reduced pool of cards, without the more aggressive style of action cards found in the original Catan Card Game.  Therefore, all action cards will be able to be used from the beginning of the game unlike in the original card game.  Ways to Play: The Introductory Game focuses on the basics of the card game, featuring gameplay that is more appropriate for newcomers.  This game is played to 7 victory points and includes 36 Expansion Cards in four stacks.  This play style should take beginner players 25 to 30 minutes to play.  Three Theme Games add more rules, expansions, and aggressive cards.  These Theme Games may be played individually or combined to play a variant called &amp;quot;The Duel of the Princes.&amp;quot;  Each Theme Game adds 24 Expansion and Event Cards to the cards from the Introductory Game, which are placed in two stacks separately from the cards from the Introductory Game.  When playing a Theme Game, playtime should be around 45 to 60 minutes.  As with the original Catan Card Game, players can also play the Tournament Game, in which each player chooses specific cards to build their deck ahead of time from which they draw from during the game.  Theme: The theme of The Rivals for Catan is no longer restricted only to the feudal era of the Middle Ages like the original Catan Card Game.  The Introductory Game portrays the very early years of the world of Catan, while each Theme Game takes place in progressively later eras.  These eras are known as &amp;quot;The Era of Gold,&amp;quot; &amp;quot;The Era of Turmoil,&amp;quot; and &amp;quot;The Era of Progress.&amp;quot;  Belongs to the Catan Series.","['Catan', 'Die Fu00fcrsten von Catan / The Rivals for Catan', 'Kosmos two-player series']"
"832","Flash Point",2010,1,6,30,30,12,107,6.99673,2.1667,"['None']","Adventure","Introduction  A fire has erupted in a large home, threatening the property and its occupants. As the first responders to the fire, players must enter the home to rescue the people trapped inside. Resources are scarce, and time is not an ally. As the fire spreads out of control, victims are endangered and the building approaches collapse. Players must cooperate to mount a successful rescue effort.  Objective  Flash Point is a fully cooperative game, meaning that players win or lose together. To win, players must rescue the victims trapped inside a burning home. The players fail if three or more people die, or if the house collapses from structural failure.  Features        Fire and smoke spread, interact, flashover and explode through an innovative mechanic. Chain reactions are possible and very deadly.      Fully cooperative gameplay where players must work together to overcome the fire and rescue trapped victims.      Game scales well, accomodating as few as 1 and as many as 6 players. Solitaire is an option!      Two ways to play: the Basic Game introduces key concepts and is a great way to teach new players. The Advanced game adds specialists, two drivable rescue vehicles, hazardous materials, and random start conditions.      Multiple difficulty levels accommodate the widest range of player ability and invite replay.      Two houseplans are included. Each presents its own challenges.","['Firefighting']"
"833","Time's Up! Family",2010,4,12,30,30,8,421,6.99624,1,"['None']","Memory","Time's Up! Family is a charades-based party game for teams of two or more players (and is best with teams of two). Before the game begins, each player looks at several cards featuring well-known items, crafts and animals and chooses some of them. Each player's cards and shuffled to form a deck, and this deck is used for each of the game's three rounds.  In each round, team members take turns trying to get their teammates to guess as many words and phrases on the cards as possible in 30 seconds. In round 1, almost any kind of clue is allowed, and the cluegiver cannot pass on a card. In round 2, no more than one word can be used in each clue (but unlimited sounds and gestures are permitted); the cluegiver can pass on any card he likes, and the teammates can give only a single answer. In round 3, the cluegiver can use no words at all and can pass as often as he likes; again, teammates are allowed only a single guess. Give good physical clues in round 1, and they'll pay dividends down the road when you need to keep your mouth shut and gesture like a maniac before time's up!","['Times Up!']"
"834","Time's Up! Family",2010,4,12,30,30,8,421,6.99624,1,"['None']","Party Game","Time's Up! Family is a charades-based party game for teams of two or more players (and is best with teams of two). Before the game begins, each player looks at several cards featuring well-known items, crafts and animals and chooses some of them. Each player's cards and shuffled to form a deck, and this deck is used for each of the game's three rounds.  In each round, team members take turns trying to get their teammates to guess as many words and phrases on the cards as possible in 30 seconds. In round 1, almost any kind of clue is allowed, and the cluegiver cannot pass on a card. In round 2, no more than one word can be used in each clue (but unlimited sounds and gestures are permitted); the cluegiver can pass on any card he likes, and the teammates can give only a single answer. In round 3, the cluegiver can use no words at all and can pass as often as he likes; again, teammates are allowed only a single guess. Give good physical clues in round 1, and they'll pay dividends down the road when you need to keep your mouth shut and gesture like a maniac before time's up!","['Times Up!']"
"835","Space Hulk  Death Angel \u2013 The Card Game",2010,1,6,30,60,13,11579,6.99266,2.4132,"['2010 Charles S. Roberts Best Science-Fiction or Fantasy Board Wargame Nominee', '2011 Golden Geek Best Card Game Nominee']","Card Game","A cooperative game where the players attempt to clean out an infestation of hostile aliens from a derelict spaceship. Set in the Warhammer 40,000 universe, players take on the roles of Space Marines pitted against hordes of Genestealers.  Players choose from six different combat teams, each consisting of two Space Marines with different abilities. Each player receives three Action cards for each of his combat teams. After all of the Space Marines have fallen into formation, prepare for the first wave of Genestealers.  Game play is quick and easy to learn. Each game is played over a series of rounds, broken up into phases. During the Choose Actions Phase, each player must secretly determine which of the following Action cards they wish to play on their Space Marines: Support, Attack, or Move + Activate. You can't pick the same Action card next round, so choose wisely.  Action resolution keeps all players involved while the overwhelming odds inspire them to work together to survive. The Action Resolution Phase consists of each player revealing and carrying out their chosen Action. The lowest number card goes first, which means Attacks are resolved after Supports. Support tokens enable Space Marines to re-roll, so make sure to cover your fellow Blood Angels.  The Genestealer Attack Phase happens after all the Actions have been resolved, so hopefully you thinned out the swarms since you have to roll higher than the number of Genestealers in the swarm to successfully defend. Finally, an Event card is drawn to spawn more alien adversaries. Once all the Genestealers have emerged from the darkness, its time to move forward, drawing a new location card. And then it's back into the fight!","['Fantasy Flight Silver Line Games', 'Solitaire Games', 'Space Hulk', 'Warhammer 40']"
"836","Space Hulk  Death Angel \u2013 The Card Game",2010,1,6,30,60,13,11579,6.99266,2.4132,"['2010 Charles S. Roberts Best Science-Fiction or Fantasy Board Wargame Nominee', '2011 Golden Geek Best Card Game Nominee']","Fighting","A cooperative game where the players attempt to clean out an infestation of hostile aliens from a derelict spaceship. Set in the Warhammer 40,000 universe, players take on the roles of Space Marines pitted against hordes of Genestealers.  Players choose from six different combat teams, each consisting of two Space Marines with different abilities. Each player receives three Action cards for each of his combat teams. After all of the Space Marines have fallen into formation, prepare for the first wave of Genestealers.  Game play is quick and easy to learn. Each game is played over a series of rounds, broken up into phases. During the Choose Actions Phase, each player must secretly determine which of the following Action cards they wish to play on their Space Marines: Support, Attack, or Move + Activate. You can't pick the same Action card next round, so choose wisely.  Action resolution keeps all players involved while the overwhelming odds inspire them to work together to survive. The Action Resolution Phase consists of each player revealing and carrying out their chosen Action. The lowest number card goes first, which means Attacks are resolved after Supports. Support tokens enable Space Marines to re-roll, so make sure to cover your fellow Blood Angels.  The Genestealer Attack Phase happens after all the Actions have been resolved, so hopefully you thinned out the swarms since you have to roll higher than the number of Genestealers in the swarm to successfully defend. Finally, an Event card is drawn to spawn more alien adversaries. Once all the Genestealers have emerged from the darkness, its time to move forward, drawing a new location card. And then it's back into the fight!","['Fantasy Flight Silver Line Games', 'Solitaire Games', 'Space Hulk', 'Warhammer 40']"
"837","Space Hulk  Death Angel \u2013 The Card Game",2010,1,6,30,60,13,11579,6.99266,2.4132,"['2010 Charles S. Roberts Best Science-Fiction or Fantasy Board Wargame Nominee', '2011 Golden Geek Best Card Game Nominee']","Science Fiction","A cooperative game where the players attempt to clean out an infestation of hostile aliens from a derelict spaceship. Set in the Warhammer 40,000 universe, players take on the roles of Space Marines pitted against hordes of Genestealers.  Players choose from six different combat teams, each consisting of two Space Marines with different abilities. Each player receives three Action cards for each of his combat teams. After all of the Space Marines have fallen into formation, prepare for the first wave of Genestealers.  Game play is quick and easy to learn. Each game is played over a series of rounds, broken up into phases. During the Choose Actions Phase, each player must secretly determine which of the following Action cards they wish to play on their Space Marines: Support, Attack, or Move + Activate. You can't pick the same Action card next round, so choose wisely.  Action resolution keeps all players involved while the overwhelming odds inspire them to work together to survive. The Action Resolution Phase consists of each player revealing and carrying out their chosen Action. The lowest number card goes first, which means Attacks are resolved after Supports. Support tokens enable Space Marines to re-roll, so make sure to cover your fellow Blood Angels.  The Genestealer Attack Phase happens after all the Actions have been resolved, so hopefully you thinned out the swarms since you have to roll higher than the number of Genestealers in the swarm to successfully defend. Finally, an Event card is drawn to spawn more alien adversaries. Once all the Genestealers have emerged from the darkness, its time to move forward, drawing a new location card. And then it's back into the fight!","['Fantasy Flight Silver Line Games', 'Solitaire Games', 'Space Hulk', 'Warhammer 40']"
"838","Carcassonne  The River",2001,2,5,30,45,8,9477,6.98792,1.7096,"['None']","City Building","Der Fluss (The River) is a mini-expansion for Carcassonne. It adds twelve river tiles. All the familiar landscape elements are also present.  The river tiles are placed first, after that the game continues as normal. No followers may be placed on the river so the scoring is the same as in the basic game.  Part of the Carcassonne series.","['Carcassonne', 'Country: France']"
"839","Carcassonne  The River",2001,2,5,30,45,8,9477,6.98792,1.7096,"['None']","Medieval","Der Fluss (The River) is a mini-expansion for Carcassonne. It adds twelve river tiles. All the familiar landscape elements are also present.  The river tiles are placed first, after that the game continues as normal. No followers may be placed on the river so the scoring is the same as in the basic game.  Part of the Carcassonne series.","['Carcassonne', 'Country: France']"
"840","Carcassonne  The River",2001,2,5,30,45,8,9477,6.98792,1.7096,"['None']","Territory Building","Der Fluss (The River) is a mini-expansion for Carcassonne. It adds twelve river tiles. All the familiar landscape elements are also present.  The river tiles are placed first, after that the game continues as normal. No followers may be placed on the river so the scoring is the same as in the basic game.  Part of the Carcassonne series.","['Carcassonne', 'Country: France']"
"841","The Settlers of Catan  5-6 Player Extension",1996,5,6,120,120,10,13742,6.9869,2.3221,"['None']","Expansion for Base-game","Allows you to add up to two more opponents to The Settlers of Catan. The only change in the rules is that there is a building round at the end of each turn in which any player can build.  Belongs to the Catan Series.  Expands:      Catan     Expanded by:      Catan: Seafarers – 5-6 Player Extension     Catan: Cities &amp; Knights – 5-6 Player Extension","['Catan']"
"842","The Settlers of Catan  5-6 Player Extension",1996,5,6,120,120,10,13742,6.9869,2.3221,"['None']","Negotiation","Allows you to add up to two more opponents to The Settlers of Catan. The only change in the rules is that there is a building round at the end of each turn in which any player can build.  Belongs to the Catan Series.  Expands:      Catan     Expanded by:      Catan: Seafarers – 5-6 Player Extension     Catan: Cities &amp; Knights – 5-6 Player Extension","['Catan']"
"843","Cosmic Encounter  Expansion Set #6",1981,3,6,90,90,12,113,6.98673,2.8333,"['None']","Card Game","This expansion was created for the Eon version of Cosmic Encounter.  Add to the base game:        10 new alien powers (Butler, Dragon, Ethic, Extortionist, Force, Hurtz, Lloyd, Negator, Pirate, Visionary)      Lucre tokens   Expands:       Cosmic Encounter     Other expansions:       Cosmic Encounter: Expansion Set #1      Cosmic Encounter: Expansion Set #2      Cosmic Encounter: Expansion Set #3      Cosmic Encounter: Expansion Set #4      Cosmic Encounter: Expansion Set #5      Cosmic Encounter: Expansion Set #7      Cosmic Encounter: Expansion Set #8      Cosmic Encounter: Expansion Set #9","['Cosmic Encounter']"
"844","Cosmic Encounter  Expansion Set #6",1981,3,6,90,90,12,113,6.98673,2.8333,"['None']","Expansion for Base-game","This expansion was created for the Eon version of Cosmic Encounter.  Add to the base game:        10 new alien powers (Butler, Dragon, Ethic, Extortionist, Force, Hurtz, Lloyd, Negator, Pirate, Visionary)      Lucre tokens   Expands:       Cosmic Encounter     Other expansions:       Cosmic Encounter: Expansion Set #1      Cosmic Encounter: Expansion Set #2      Cosmic Encounter: Expansion Set #3      Cosmic Encounter: Expansion Set #4      Cosmic Encounter: Expansion Set #5      Cosmic Encounter: Expansion Set #7      Cosmic Encounter: Expansion Set #8      Cosmic Encounter: Expansion Set #9","['Cosmic Encounter']"
"845","Cosmic Encounter  Expansion Set #6",1981,3,6,90,90,12,113,6.98673,2.8333,"['None']","Science Fiction","This expansion was created for the Eon version of Cosmic Encounter.  Add to the base game:        10 new alien powers (Butler, Dragon, Ethic, Extortionist, Force, Hurtz, Lloyd, Negator, Pirate, Visionary)      Lucre tokens   Expands:       Cosmic Encounter     Other expansions:       Cosmic Encounter: Expansion Set #1      Cosmic Encounter: Expansion Set #2      Cosmic Encounter: Expansion Set #3      Cosmic Encounter: Expansion Set #4      Cosmic Encounter: Expansion Set #5      Cosmic Encounter: Expansion Set #7      Cosmic Encounter: Expansion Set #8      Cosmic Encounter: Expansion Set #9","['Cosmic Encounter']"
"846","The Seafarers of Catan  5-6 Player Expansion",1999,5,6,120,120,10,3727,6.98594,2.42,"['None']","Civilization","Now five to six players can sail into the uncharted and explore and settle the mysterious islands near Catan! The 5-6 Player Expansion for The Seafarers of Catan allows you to add 1-2 more opponents without sacrificing ease of play. Try one of ten new exciting scenarios! Designed for 5-6 players, it adds even more drama to the award-winning game of seafaring, exploration, and trade.  Belongs to the Catan Series. This game requires Catan, Catan 5/6 player extension, and Catan: Seafarers to play.  Ideally using the same publisher and edition of the game.","['Catan']"
"847","The Seafarers of Catan  5-6 Player Expansion",1999,5,6,120,120,10,3727,6.98594,2.42,"['None']","Expansion for Base-game","Now five to six players can sail into the uncharted and explore and settle the mysterious islands near Catan! The 5-6 Player Expansion for The Seafarers of Catan allows you to add 1-2 more opponents without sacrificing ease of play. Try one of ten new exciting scenarios! Designed for 5-6 players, it adds even more drama to the award-winning game of seafaring, exploration, and trade.  Belongs to the Catan Series. This game requires Catan, Catan 5/6 player extension, and Catan: Seafarers to play.  Ideally using the same publisher and edition of the game.","['Catan']"
"848","The Seafarers of Catan  5-6 Player Expansion",1999,5,6,120,120,10,3727,6.98594,2.42,"['None']","Exploration","Now five to six players can sail into the uncharted and explore and settle the mysterious islands near Catan! The 5-6 Player Expansion for The Seafarers of Catan allows you to add 1-2 more opponents without sacrificing ease of play. Try one of ten new exciting scenarios! Designed for 5-6 players, it adds even more drama to the award-winning game of seafaring, exploration, and trade.  Belongs to the Catan Series. This game requires Catan, Catan 5/6 player extension, and Catan: Seafarers to play.  Ideally using the same publisher and edition of the game.","['Catan']"
"849","The Seafarers of Catan  5-6 Player Expansion",1999,5,6,120,120,10,3727,6.98594,2.42,"['None']","Nautical","Now five to six players can sail into the uncharted and explore and settle the mysterious islands near Catan! The 5-6 Player Expansion for The Seafarers of Catan allows you to add 1-2 more opponents without sacrificing ease of play. Try one of ten new exciting scenarios! Designed for 5-6 players, it adds even more drama to the award-winning game of seafaring, exploration, and trade.  Belongs to the Catan Series. This game requires Catan, Catan 5/6 player extension, and Catan: Seafarers to play.  Ideally using the same publisher and edition of the game.","['Catan']"
"850","The Seafarers of Catan  5-6 Player Expansion",1999,5,6,120,120,10,3727,6.98594,2.42,"['None']","Negotiation","Now five to six players can sail into the uncharted and explore and settle the mysterious islands near Catan! The 5-6 Player Expansion for The Seafarers of Catan allows you to add 1-2 more opponents without sacrificing ease of play. Try one of ten new exciting scenarios! Designed for 5-6 players, it adds even more drama to the award-winning game of seafaring, exploration, and trade.  Belongs to the Catan Series. This game requires Catan, Catan 5/6 player extension, and Catan: Seafarers to play.  Ideally using the same publisher and edition of the game.","['Catan']"
"851","Air Strike",1987,1,6,60,60,12,208,6.98438,3.6471,"['None']","Aviation / Flight","Air Strike is a module for Air Superiority which adds rules for &amp;quot;modern&amp;quot; air-to-ground combat. 32 base aircraft types and all their variants are added as are ground attack weapons (including iron bombs, laser guided bombs, radar seeking missiles, etc) and ground units including AAA and SAM weapons.  From published material...  &amp;quot;Air Strike expands the proven and successful Air Superiority system to encompass air strikes against targets on the ground. New rules cover: Terrain-following flight, air-to-ground attacks (including strafing and bombing), antiaircraft artillery, and surface-to-air missiles (SAMs). Air Strike continues Air Superiority's easy-to-learn format. Rules are presented in a programmed structure, followed by scenarios demonstrating their use. Air Strike provides 32 new aircraft for the Air Superiority system, including: the Warthog (A-10s), F-1 5 Strike Eagle, Harrier II, Alpha Jet, SU-25, and MIG-27. Six new multi-color maps provide the varied and treacherous terrain over which players must find their targets. Included are 480 counters, representing everything from radar sites to the most modern air-defense missile and gun systems in service today. Trucks, tanks, infantry, and other targets are provided as well; but remember, on today's battlefield, what can be shot at can shoot back. Air Strike includes 25 scenarios suitable for solitaire, two-player, or multi-player play. Ranging from the Mideast to Germany, from Afghanistan to Africa, these scenarios provide players with a wide variety of complex and interesting situations. Several of these can be played both as solitaire and as multi-player simulations. The briefing booklet helps bring players up to date on the weapons and aircraft included in this game. It is a helpful aid to learning the abilities and limitations of the aircraft and weapons depicted in Air Strike.&amp;quot; Game Components 480 die-cut counters, six maps, one rules booklet with aircraft briefings and game scenarios, one data card booklet, one set of game charts&amp;quot;","['Air Power']"
"852","Air Strike",1987,1,6,60,60,12,208,6.98438,3.6471,"['None']","Expansion for Base-game","Air Strike is a module for Air Superiority which adds rules for &amp;quot;modern&amp;quot; air-to-ground combat. 32 base aircraft types and all their variants are added as are ground attack weapons (including iron bombs, laser guided bombs, radar seeking missiles, etc) and ground units including AAA and SAM weapons.  From published material...  &amp;quot;Air Strike expands the proven and successful Air Superiority system to encompass air strikes against targets on the ground. New rules cover: Terrain-following flight, air-to-ground attacks (including strafing and bombing), antiaircraft artillery, and surface-to-air missiles (SAMs). Air Strike continues Air Superiority's easy-to-learn format. Rules are presented in a programmed structure, followed by scenarios demonstrating their use. Air Strike provides 32 new aircraft for the Air Superiority system, including: the Warthog (A-10s), F-1 5 Strike Eagle, Harrier II, Alpha Jet, SU-25, and MIG-27. Six new multi-color maps provide the varied and treacherous terrain over which players must find their targets. Included are 480 counters, representing everything from radar sites to the most modern air-defense missile and gun systems in service today. Trucks, tanks, infantry, and other targets are provided as well; but remember, on today's battlefield, what can be shot at can shoot back. Air Strike includes 25 scenarios suitable for solitaire, two-player, or multi-player play. Ranging from the Mideast to Germany, from Afghanistan to Africa, these scenarios provide players with a wide variety of complex and interesting situations. Several of these can be played both as solitaire and as multi-player simulations. The briefing booklet helps bring players up to date on the weapons and aircraft included in this game. It is a helpful aid to learning the abilities and limitations of the aircraft and weapons depicted in Air Strike.&amp;quot; Game Components 480 die-cut counters, six maps, one rules booklet with aircraft briefings and game scenarios, one data card booklet, one set of game charts&amp;quot;","['Air Power']"
"853","Air Strike",1987,1,6,60,60,12,208,6.98438,3.6471,"['None']","Modern Warfare","Air Strike is a module for Air Superiority which adds rules for &amp;quot;modern&amp;quot; air-to-ground combat. 32 base aircraft types and all their variants are added as are ground attack weapons (including iron bombs, laser guided bombs, radar seeking missiles, etc) and ground units including AAA and SAM weapons.  From published material...  &amp;quot;Air Strike expands the proven and successful Air Superiority system to encompass air strikes against targets on the ground. New rules cover: Terrain-following flight, air-to-ground attacks (including strafing and bombing), antiaircraft artillery, and surface-to-air missiles (SAMs). Air Strike continues Air Superiority's easy-to-learn format. Rules are presented in a programmed structure, followed by scenarios demonstrating their use. Air Strike provides 32 new aircraft for the Air Superiority system, including: the Warthog (A-10s), F-1 5 Strike Eagle, Harrier II, Alpha Jet, SU-25, and MIG-27. Six new multi-color maps provide the varied and treacherous terrain over which players must find their targets. Included are 480 counters, representing everything from radar sites to the most modern air-defense missile and gun systems in service today. Trucks, tanks, infantry, and other targets are provided as well; but remember, on today's battlefield, what can be shot at can shoot back. Air Strike includes 25 scenarios suitable for solitaire, two-player, or multi-player play. Ranging from the Mideast to Germany, from Afghanistan to Africa, these scenarios provide players with a wide variety of complex and interesting situations. Several of these can be played both as solitaire and as multi-player simulations. The briefing booklet helps bring players up to date on the weapons and aircraft included in this game. It is a helpful aid to learning the abilities and limitations of the aircraft and weapons depicted in Air Strike.&amp;quot; Game Components 480 die-cut counters, six maps, one rules booklet with aircraft briefings and game scenarios, one data card booklet, one set of game charts&amp;quot;","['Air Power']"
"854","Air Strike",1987,1,6,60,60,12,208,6.98438,3.6471,"['None']","Wargame","Air Strike is a module for Air Superiority which adds rules for &amp;quot;modern&amp;quot; air-to-ground combat. 32 base aircraft types and all their variants are added as are ground attack weapons (including iron bombs, laser guided bombs, radar seeking missiles, etc) and ground units including AAA and SAM weapons.  From published material...  &amp;quot;Air Strike expands the proven and successful Air Superiority system to encompass air strikes against targets on the ground. New rules cover: Terrain-following flight, air-to-ground attacks (including strafing and bombing), antiaircraft artillery, and surface-to-air missiles (SAMs). Air Strike continues Air Superiority's easy-to-learn format. Rules are presented in a programmed structure, followed by scenarios demonstrating their use. Air Strike provides 32 new aircraft for the Air Superiority system, including: the Warthog (A-10s), F-1 5 Strike Eagle, Harrier II, Alpha Jet, SU-25, and MIG-27. Six new multi-color maps provide the varied and treacherous terrain over which players must find their targets. Included are 480 counters, representing everything from radar sites to the most modern air-defense missile and gun systems in service today. Trucks, tanks, infantry, and other targets are provided as well; but remember, on today's battlefield, what can be shot at can shoot back. Air Strike includes 25 scenarios suitable for solitaire, two-player, or multi-player play. Ranging from the Mideast to Germany, from Afghanistan to Africa, these scenarios provide players with a wide variety of complex and interesting situations. Several of these can be played both as solitaire and as multi-player simulations. The briefing booklet helps bring players up to date on the weapons and aircraft included in this game. It is a helpful aid to learning the abilities and limitations of the aircraft and weapons depicted in Air Strike.&amp;quot; Game Components 480 die-cut counters, six maps, one rules booklet with aircraft briefings and game scenarios, one data card booklet, one set of game charts&amp;quot;","['Air Power']"
"855","Cannon",2003,2,2,20,20,12,133,6.98341,2.8125,"['None']","Abstract Strategy","Cannon is an abstract war game where each player first places a city on the back row, then pieces move trying to capture the opposing city or shoot it with a cannon, which is a special arrangement of three pieces in a row. The complete rules can be found at the publisher's web site.","['Combinatorial', 'Video Tape Box Games']"
"856","Desert Steel",1989,2,2,240,240,12,107,6.98318,3.05,"['None']","Wargame","Desert Steel is the third game in West End Game's Tank Leader series.  A tactical (platoon/company level) game where formations are activated by playing command cards.  Winner of the 1990 Charles Roberts Award for Best WWII Board Game. The emphasis is on command, control and communications with the use of Command cards that represent formations which are used to determine order of movement/combat, rallying and group cohesion. The pinnacle of Panzerblitz style platoon level games, delivered by the same designer who gave us Squad Leader covering command, unit experience, morale and doctrine in an elegant but deep package.  The terrain on the two maps is variable for roads, contours, towns, and ground quality (sand, rocks, rubble) which are defined for each scenario.","['Tank Leader series']"
"857","Desert Steel",1989,2,2,240,240,12,107,6.98318,3.05,"['None']","World War II","Desert Steel is the third game in West End Game's Tank Leader series.  A tactical (platoon/company level) game where formations are activated by playing command cards.  Winner of the 1990 Charles Roberts Award for Best WWII Board Game. The emphasis is on command, control and communications with the use of Command cards that represent formations which are used to determine order of movement/combat, rallying and group cohesion. The pinnacle of Panzerblitz style platoon level games, delivered by the same designer who gave us Squad Leader covering command, unit experience, morale and doctrine in an elegant but deep package.  The terrain on the two maps is variable for roads, contours, towns, and ground quality (sand, rocks, rubble) which are defined for each scenario.","['Tank Leader series']"
"858","The Ark of the Covenant",2003,2,5,30,30,8,1484,6.97699,1.9239,"['None']","Ancient","A game based on Carcassonne, Ark of the Covenant has players vie for control of cities, roads, flocks, and temples by using the tiles to create the dynamic play area and by placing followers on the tiles.  New features compared to Carcassonne include oases along roads which award 1 additional point to that road for each oasis, a one-time use &amp;quot;prophet&amp;quot; for each player which doubles the value of a completed city for that player, a simplified field scoring with each sheep in the field adding 2 points and each wolf subtracting 2 points, and a new scoring mechanism for temples. Additionally, players can forgo the placement of a follower on the board to move the Ark around the tiles and award 1 point to the owner of each follower it passes.  Part of the Carcassonne series.","['Bible Games', 'Carcassonne']"
"859","The Ark of the Covenant",2003,2,5,30,30,8,1484,6.97699,1.9239,"['None']","City Building","A game based on Carcassonne, Ark of the Covenant has players vie for control of cities, roads, flocks, and temples by using the tiles to create the dynamic play area and by placing followers on the tiles.  New features compared to Carcassonne include oases along roads which award 1 additional point to that road for each oasis, a one-time use &amp;quot;prophet&amp;quot; for each player which doubles the value of a completed city for that player, a simplified field scoring with each sheep in the field adding 2 points and each wolf subtracting 2 points, and a new scoring mechanism for temples. Additionally, players can forgo the placement of a follower on the board to move the Ark around the tiles and award 1 point to the owner of each follower it passes.  Part of the Carcassonne series.","['Bible Games', 'Carcassonne']"
"860","The Ark of the Covenant",2003,2,5,30,30,8,1484,6.97699,1.9239,"['None']","Religious","A game based on Carcassonne, Ark of the Covenant has players vie for control of cities, roads, flocks, and temples by using the tiles to create the dynamic play area and by placing followers on the tiles.  New features compared to Carcassonne include oases along roads which award 1 additional point to that road for each oasis, a one-time use &amp;quot;prophet&amp;quot; for each player which doubles the value of a completed city for that player, a simplified field scoring with each sheep in the field adding 2 points and each wolf subtracting 2 points, and a new scoring mechanism for temples. Additionally, players can forgo the placement of a follower on the board to move the Ark around the tiles and award 1 point to the owner of each follower it passes.  Part of the Carcassonne series.","['Bible Games', 'Carcassonne']"
"861","Narvik",1974,1,2,180,180,12,143,6.96818,3.48,"['None']","Wargame","Narvik is a game/simulation of the historical events surrounding the German invasion of Norway in the spring of 1940.  Narvik is actually two games in one. The historical game faithfully recreates the situation and explores the alternatives open to the opposing field commanders. On the strategic level, Narvik may be combined with the other games of The Europa Series. To this end, in addition to the counters provided for the historical game, counters for Norway and Sweden are supplied in compatible strengths for The Europa Series.  Narvik is a two player game. One side represents Norway and her Allies (Britain, France, and Poland), and the other represents Germany. The game is played in sequenced turns during which players move their units and engage in combat to destroy enemy units and gain geographic objectives. The German player will attempt to occupy Norway. The Norwegian player will attempt to prevent the occupation and/or extract the highest possible toll from the invaders.  First (1974) Edition Game components:       one full and two partial map sheets (Europa #10, 5A and 11A, in white-black-blue colour)      two and a half sheets of die cut counters (Europa #11, 12 &amp;amp; 13) [in 1st edition sheet #12 is a half-sheet]     one rules folder     one set of charts:         Norwegian Armed Forces Chart         Norwegian Initial Order of Battle         Allied Reinforcement Chart         Allied Unit Composition Chart         German Initial Order of Battle         German Reinforcement Chart         German Unit Composition Chart         CRT/Terrain Effects Chart (x2)         Turn Record Chart          Second (1980) Edition Game components:      two full map sheets (Europa #10A and 5B, in white-black-blue-green-brown colour)     three sheets of die cut counters (Europa #11A, 12A &amp;amp; 13A; for 720 counters)     one rules booklet (bound, without 3-hole punching, with black front cover)     one Norwegian and one Swedish &amp;quot;Europa-scale&amp;quot; double sided OOB/mobilisation supplement sheets     one set of charts:         Norwegian Armed Forces Chart         Norwegian Initial Order of Battle         Allied Reinforcement Chart         Allied Unit Composition Chart         German Initial Order of Battle         German Reinforcement Chart         German Unit Composition Chart         CRT/Terrain Effects Chart (x2)         Turn Record Chart          [2nd Edition Note: Rules booklet dated 2/80 and charts dated 3/80.]","['Europa Series']"
