"","objectid","name","yearpublished","sortindex","minplayers","maxplayers","minplaytime","maxplaytime","minage","min_community","max_community","totalvotes","playerage","languagedependence","usersrated","average","baverage","stddev","avgweight","numweights","numgeeklists","numtrading","numwanting","numcomments","siteviews","numplays","numplays_month","news","blogs","weblink","podcast","label","boardgamedesigner_cnt","boardgameartist_cnt","boardgamepublisher_cnt","boardgamehonor_cnt","boardgamecategory_cnt","boardgamemechanic_cnt","boardgameexpansion_cnt","boardgameversion_cnt","boardgamefamily_cnt","boardgamedesigner","boardgameartist","boardgamepublisher","boardgamehonor","boardgamecategory","boardgameversion","boardgamemechanic","boardgameexpansion","boardgamefamily","description","gamelink"
"769",79,"MedFront",1994,18413,2,2,180,180,12,"2","N/A",2,"12",2,119,6.33529,5.56048,1.44702,3.1667,24,78,30,15,65,25253,22,0,0,0,1,0,"Board Game",1,0,1,0,2,4,1,1,2,"['Craig Besinque""']","['Craig Besinque']","['Columbia Games']","['None']","['Wargame', 'World War II']","['First edition']","['Dice Rolling', 'Hexagon Grid', 'Secret Unit Deployment', 'Simulation']","['EuroFront']","['Block wargames', 'Columbia Front Series']","MedFront details the conflict between the Allies and Germany during WWII from 1940-43, as well as the Spanish Civil War from 1936-39. Players have to contend with production, supply, command control and the weather to break the other side's lines and achieve victory.  The game comes with a fantastic detailed map of Spain and North Africa printed on card and many wooden blocks for the units. This is just one portion of the complete EuroFront series, which covers the entire European conflict of WWII.  This title uses Columbia Games Block system.  While there are variations in the rule sets, all of their games are based on the block system.  Basically this means that rather than using the traditional  counters to represent units on the map the game uses wooden blocks that stand upright with unit details only shown on one side.  This does two things:  First it provides an easy way of producing a &amp;quot;fog of war&amp;quot; because your opponent can not tell, save through good memory, what type of unit a specific piece is or its current strength.  Second, having the blocks stand on end allows the possibility of rotating a block so the current strength is the top number.  Although most war games have some type of mechanism that lets units take steps in their overall strength, counters normally have at most two steps because they only have two sides.  Blocks, however, have four so you can easily keep track of twice the amount of detail that many other war games provide.  With the use of blocks Columbia has provided a way of adding a good deal of depth to their war games without adding complex layers of bookkeeping, allowing interesting and relatively short sessions of play.  WestFront II includes updated MedFront maps and some Spanish units; EuroFront II has the updated MedFront rules (and the Spanish Civil War scenario and other Spanish units) for those maps.  Expanded by:      EuroFront","/boardgameexpansion/79/medfront"
"770",9556,"Word Snatch",2001,5891,2,10,45,45,8,"N/A","8",5,"10",0,260,6.33462,5.6275,1.55762,1.7353,34,192,23,9,104,42582,1032,2,0,1,3,0,"Board Game",1,0,4,0,1,2,0,5,1,"['(Uncredited)""']","['(Uncredited)']","['Lagoon Games', 'Portobello Games', 'Spin Master Ltd.', 'U.S. Games Systems']","['None']","['Word Game']","['Lagoon English edition', 'Portobello Games edition', 'Spin Master Toys tube edition', 'U.S. Games Systems edition', 'US Games Systems tube edition']","['Pattern Building', 'Pattern Recognition']","['None']","['Tube Games']","SNATCH is a reimplementation of the classic game of Anagrams. It contains a slightly different tile distribution from a Scrabble set of tiles, reportedly based on analysis by WW2 code-breakers.  THE GAME Place the tiles face down and take turns to turn them over until a word of three or more letters can be made.  If you see and say the word first, take it.  Watch out.  From now on the game has 2 sides as words are made both from the centre pool of letters or snatched from other players if changed by one or more letters.  So your CAT can become their CART to be snatched away as TRACK seconds later.  Play on until all 100 letters have been turned and you agree to stop playing and start scoring.  (Text is from the game's container (tube).  The game is originally published by PortobelloGames (UK).)  In 2008, U.S. Game Systems changed the name to &amp;quot;Snatch-It&amp;quot; likely in response to the original name's slang meaning in the U.S.","/boardgame/9556/snatch"
"771",71593,"Charon Inc.",2010,4256,2,5,60,60,13,"N/A","5",18,"8",1,484,6.32911,5.71975,1.22825,2.25,32,545,96,11,174,61158,799,0,1,5,12,3,"Board Game",2,1,2,0,1,3,0,3,2,"['Fred Binkitani""', 'Emanuele Ornella""']","['Charlie Bink']","['Eagle-Gryphon Games', 'Pegasus Spiele']","['None']","['Science Fiction']","['Chinese edition', 'English edition', 'German edition']","['Area Majority / Influence', 'Auction/Bidding', 'Set Collection']","['None']","['Admin: Better Description Needed!', 'Gryphon Family Games series']","In the year 2288, off-world mining is now controlled by a few mega-corporations. It is no longer just people or nations that are subject to exploitation, but entire planets and moons. As the CEO of one of these mega-corporations, in Charon, Inc. you will vie against CEOs of other corporations as you exploit the planet&amp;rsquo;s resources and colonize Charon, the largest moon of the dwarf planet Pluto.  You will stake claims to the various mining regions of Charon, acquire resources for building facilities, use special actions (fair and unfair) to gain advantages over other CEOs, and build your empire to achieve victory in this fast-paced game of planetary domination!    Game Summary The board shows Charon divided into several regions. Each round, seed the regions with a mix of gems. Players start with a hand of building cards: at the start of each round, everyone puts one into a common pool. At the end of each round, you get additional cards.Players' bidding flags start out 1 in each of the special power areas. Go around bidding till each player has just one flag unspent. Bid by moving a flag from its space to a location on the board -- in a region, on a border btwn 2 regions, or on an intersection (corner) touching 2-4 regions. After all bids placed, use the special power where your last flag stands -- that is a pretty cool twist, where you have to decide which special power you want to try for (but you only get it if you're alone on that power; or if there's 2 of you in a 5er game!). Then resolve each region: the player with the most flags in/around it wins all the gems. Ties broken by seniority, where a flag is more &amp;quot;senior&amp;quot; if it affects fewer regions (center then edge then corner).  After all gems collected, players (in turn order) use their gems to build cards from common pool and/or their hand (but may never build cards with same number). May trade gems (3:1?) to get the colors you need, and may only save a limited number of gems from turn to turn. Some special powers change trade ratio and holding limit.  After 5 rounds, player who built the highest sum of buildings wins.","/boardgame/71593/charon-inc"
"772",88016,"Briefcase",2012,4057,2,4,45,60,12,"3","4",14,"10",1,587,6.32543,5.73922,1.49544,2.5106,47,868,133,17,215,143594,1276,1,2,14,5,0,"Board Game",2,1,1,0,1,2,5,1,2,"['Nikolas Sakaloglou""', 'Sotirios Tsantilas""']","['Antonis Papantoniou']","['Artipia Games']","['None']","['Economic']","['First edition']","['Deck', 'Hand Management']","['Briefcase: Board Game Factory', 'Briefcase: Bonus Companies', 'Briefcase: City Hall', 'Briefcase: Double Buy', 'Briefcase: Government Bonus']","['Crowdfunding: Indiegogo', 'Tableau Building']","Briefcase is a deck-building and resource management boardgame.  In Briefcase, players build their own business empires by acquiring and activating various companies. Each company, once activated, provides the player with some benefits (which are called decisions cards) and a special ability for the rest of the game.  Players start with identical decks of decision cards. Each time one player activates a company, he/she adds to his deck more decision cards.  Decision cards give the players various possible actions (like buy/activate/hire/obstacles). The most important is the &amp;quot;buy&amp;quot; action, with which players can either buy a building or a resource from the market.","/boardgame/88016/briefcase"
"773",843,"Circus Minimus",2000,6297,2,7,60,60,12,"4","5",3,"(no votes)",0,209,6.32402,5.61265,1.51684,2.1429,28,112,42,10,104,38727,138,0,0,1,3,0,"Board Game",1,2,1,0,3,1,0,1,1,"['Dean Essig""']","['Dean Essig', 'David Pentland']","['The Gamers']","['None']","['Ancient', 'Fighting', 'Racing']","['First edition']","['Variable Player Powers']","['None']","['Ancient Rome']","This game borrows its theme and rule basis from the Avalon Hill game, Circus Maximus.  This newer version has considerably fewer rules and variability to navigate, but this simplification isn't a bad thing.  Players are charged with racing around the ancient Roman Coliseum in a desperate bid for the finish line.  Players use a small allotment of gold coins at the beginning of the game to select combinations of weapons, chariots, or drivers.  Once the race starts, players use whips to urge their teams, or savage the other players or other players' teams.  A system also features driver fatigue, control checks and bodily damage.","/boardgame/843/circus-minimus"
"774",2913,"Supremacy  Neutron Bombs and Killer Satellites",1988,19024,2,8,120,120,12,"N/A","4",1,"(no votes)",0,136,6.32132,5.5622,1.78842,2.6667,6,29,19,15,44,10391,29,0,0,0,0,0,"Board Game",1,0,1,0,3,0,0,1,1,"['Robert J. Simpson""']","['Robert J. Simpson']","['Supremacy Games']","['None']","['Expansion for Base-game', 'Modern Warfare', 'Wargame']","['First edition']","['Expansion for Base-game', 'Modern Warfare', 'Wargame']","['None']","['Supremacy']","Neutron bombs and killer satellites are new weapons, which will give you more tactical and strategical options during a battle.  Fire neutron bombs at a territory, destroy your opponent's armies, then occupy that territory with your own armies and take the resources. Killer satellites are able to attack L-stars and other killer satellites. They may also shoot down nukes.  Missile silos are used to fire nukes and neutron bombs. Spaceports are used to launch L-stars and killer satellites.  Playing Equipment  Colored disks (6 x 39) are color-matched to each superpower. Use them to record the number of neutron bombs and killer satellites in your supply center. They are also used to represent the missile silos and spaceports when placed on the game board.  Each colored disk represents one missile silo. Two disks, placed on top of each other, represent spaceports.  Colored mushroom clouds (6 x 18) are color-matched to each superpower. Use them to mark where a neutron bomb has exploded.  Expands:      Supremacy","/boardgameexpansion/2913/supremacy-neutron-bombs-and-killer-satellites"
"775",99875,"Martian Dice",2011,2180,2,99,10,10,8,"3","5",28,"5",1,2820,6.32118,6.03363,1.26742,1.0757,185,790,146,46,777,118249,16377,68,2,51,26,8,"Board Game",1,1,2,2,4,3,0,4,2,"['Scott Almes""']","['Josh Cappel']","['Tasty Minstrel Games', 'Pegasus Spiele']","['2012 Golden Geek Best Childrens Board Game Nominee', '2012 Golden Geek Best Party Board Game Nominee']","['Dice', 'Humor', 'Party Game', 'Science Fiction']","['English first edition', 'English second edition', 'English third edition', 'German edition']","['Dice Rolling', 'Push Your Luck', 'Set Collection']","['None']","['Aliens', 'TMG Originals']","Your mission, Martians, is to swoop down on the pathetic denizens of the primitive planet Earth and scoop up as many of the inhabitants as you can manage. We are interested in samples of the Chicken, Cow, and Human populations so that we can determine which of them is actually in charge. The Earthlings might manage to put up a feeble defense, but surely nothing that a small taste of your Death Rays can't handle. Make Mars proud &amp;ndash; be the first Martian to fill your abduction quota!  In Martian Dice you will roll 13 custom dice in an effort to set aside (&amp;quot;abduct&amp;quot;) Humans, Chickens, and Cows. With each roll you must first set aside any Tanks, representing the human military coming to fend off your alien invasion. Then you may choose one type of die to set aside as well - one of the earthlings to abduct, or Death Rays to combat the military. At the end of your turn, if you have at least as many Death Rays as Tanks, then you may abduct the earthlings you've been setting aside. You can't pick any type of Earthling twice in one turn, but if you manage to abduct at least one of each you'll score a bonus!  With each roll you will ask yourself, do you feel lucky?","/boardgame/99875/martian-dice"
"776",766,"Regatta",1967,4329,2,6,60,60,10,"4","N/A",5,"10",1,527,6.31687,5.71503,1.45915,2.0822,73,614,114,30,305,83505,686,0,0,2,6,0,"Board Game",3,1,3,1,3,1,0,6,3,"['G. W. \\""Jerry\\"" D\'Arcey""', 'David D\'Arcey""', 'Frank Thibault""']","['(Uncredited)']","['3M', 'The Avalon Hill Game Co', 'Klee']","['1989 Spiel des Jahres Recommended']","['Nautical', 'Racing', 'Sports']","['3M English 1-island edition', '3M English 3-island edition', '3M English first edition', '3M German edition', 'Avalon Hill English edition', 'Klee German edition']","['Roll / Spin and Move']","['None']","['3M Sports Games', 'Admin: Better Description Needed!', 'Sports: Sailing']","The object of the game is to be the skipper of the yacht that crosses the finish line first. You decide when to tack, and when to put up your powerful spinnaker for the downwind leg. You try to take advantage of unexpected wind shifts and blanket your opponents sails. All the facets of real sailboat racing are included.  The 1968 version includes three islands and 24 cards.  The 1970 version includes a single island and 18 cards.  The suggested courses also vary between editions.  Originally released as part of the 3M Sports Games line.","/boardgame/766/regatta"
"777",83197,"Zen Master",2010,4612,3,5,30,30,8,"N/A","5",10,"8",1,414,6.31421,5.69438,1.23821,1.3182,22,141,33,16,146,33575,1314,5,0,5,17,1,"Board Game",1,2,8,0,1,3,0,8,2,"['Reiner Knizia""']","['Marek Blu00e1ha', 'Oliver Richtberg']","['999 Games', 'Eagle-Gryphon Games', 'Egmont Polska', 'Gen-X Games', 'Gigamic', 'Helvetiq']","['None']","['Card Game']","['Dutch edition', 'English edition', 'French-only edition', 'French/German/Italian edition', 'Korean edition', 'Multilingual edition 2016']","['Hand Management', 'Set Collection', 'Trick-taking']","['None']","['Gryphon Tin Box Games series', 'Helvetiq Matchbox Games']","Each round in Yin Yang, a.k.a. Fifty-Fifty or Zen Master, players play a card from their hand. The highest card played on a turn receives light tokens, the lowest card dark, with the exact number of tokens determined by a scoring card revealed for that turn. Once the round ends, players eliminate pairs of light and dark tokens from their holdings, and their score for the round equals however many tokens remain. After a certain number of rounds, whoever has the lowest score wins.  Yin Yang differs from its predecessor Relationship Tightrope in that only nine of the ten cards in hand are played each round &amp;mdash; giving players some wiggle room when deciding what to play &amp;mdash; and the scoring cards have differing numbers for the light and dark tokens received on a turn (whereas in the previous game the scoring cards were parallel &amp;mdash; such as 9/9 or 8/8).","/boardgame/83197/zen-master"
"778",8126,"Maya",2003,4024,3,5,90,90,9,"3","5",4,"12",1,582,6.31345,5.74228,1.19616,2.5,54,336,91,17,226,68960,620,0,0,6,16,0,"Board Game",1,1,2,2,1,2,0,1,5,"['Bernd Eisenstein""']","['Christof Tisch']","['ABACUSSPIELE', 'Gru00fcnspan-Spiele']","['2004 Japan Boardgame Prize Best Advanced Game Nominee', '2004 Spiel des Jahres Recommended']","['Ancient']","['First edition']","['Area Majority / Influence', 'Auction/Bidding']","['None']","['Admin: Better Description Needed!', 'Country: Guatemala', 'Country: Honduras', 'Country: Mexico', 'Native American']","From Terminal City Gamers webpage:  The new 'big-box' game from Abacus is called Maya and takes us back to the heyday of the Mayan culture. Players take part in the construction of pyramids in centers such as Chichen Itza and Palenque, in order to receive the greatest portion of gold from the Mayan leaders. However, the help of workers is required to quarry and transport the stones required for the pyramids to the building sites.  Maya is for 3-5 players, lasts 60-90 minutes, and is a tactical card- and building-game. It will be published in the well-known Abacus box &amp;ndash; the same sized box as Hare and Tortoise or Canyon. The game is the first title by author Bernd Eisenstein. Editing of the game was performed by Grunspan.","/boardgame/8126/maya"
"779",7955,"Seel\u00f6we",1974,8123,2,2,180,180,14,"2","2",5,"16",0,145,6.3131,5.56863,1.21278,2.6667,18,57,23,6,89,37255,62,0,0,0,0,0,"Board Game",1,0,1,0,2,1,0,3,0,"['John Young""']","['John Young']","['SPI (Simulations Publications']","['None']","['Wargame', 'World War II']","['Simpubs UK edition', 'SPI boxed edition', 'SPI Flatpack edition']","['Hexagon Grid']","['None']","['Simpubs UK edition', 'SPI boxed edition', 'SPI Flatpack edition']","Seelowe is a hypothetical wargame depicting Operation Sealion (in German: Seel&amp;ouml;we), the anticipated German invasion of the British Isles that would have followed a Luftwaffe victory in the Battle of Britain.  The map shows central and southern England and the English Channel.  Three invasion scenarios are re-created:  The Navy Plan involving a landing on a narrow front in south-eastern England. The Army Plan which suggests that a landing on a broad front all along the south coast would have been possible. The July Scenario in which the German army gambles on a small landing being sufficient to ensure victory.","/boardgame/7955/seelowe"
"780",9782,"Battle of the Bands  Encore Edition",2004,8474,2,4,30,60,12,"4","N/A",4,"12",3,162,6.30882,5.56278,1.47578,1.625,32,135,20,5,69,20398,254,0,0,0,2,0,"Board Game",1,1,1,0,4,2,1,1,0,"['Dan Smith""']","['Dan Smith']","['Third World Games']","['None']","['Card Game', 'Humor', 'Music', 'Party Game']","['First edition']","['Hand Management', 'Take That']","['Battle of the Bands: Backstage Pass']","['Battle of the Bands']","It's Battle of the Bands with a couple of extra goodies.  From Publisher's website: Battle of the Bands: Encore Edition calls upon 120 cards for your base Battle of the Bands games. It features all 105 cards from the main set, the 5 promotional cards and 10 new cards never seen before! The game includes 4 dice and you can directly include your Backstage Pass cards for up to 6 players!","/boardgame/9782/battle-bands-encore-edition"
"781",9606,"Cluzzle",2004,3945,3,6,45,45,8,"5","N/A",10,"6",4,623,6.30837,5.75009,1.20926,1.1549,71,455,76,14,314,63534,1310,1,0,0,2,3,"Board Game",1,1,4,0,3,0,0,4,2,"['Dominic Crapuchettes""']","['Cathy Hamilton']","['Competo / Marektoy', 'Eagle-Gryphon Games', 'Magellan', 'North Star Games']","['None']","['Deduction', 'Party Game', 'Puzzle']","['English first edition', 'English second edition', 'Finnish edition', 'Russian edition']","['Deduction', 'Party Game', 'Puzzle']","['None']","['Admin: Better Description Needed!', 'Play Dough/Clay Games']","Cluzzle is the game where you try to sculpt poorly! It is a deduction game like 20 questions. At the beginning of the game, everyone makes an ambiguous clay sculpture called a Cluzzle. For the rest of the game, players ask ""Yes or No"" questions to figure out the other clay puzzles.  You don&amp;rsquo;t have to be an artist to play. In fact, the longer it takes others to figure out your clay sculpture, the more points you get. However, you only get points if at least one person figures out your Cluzzle before the end of the game. This means you&amp;rsquo;ll want your sculpture to be a little ambiguous, but not too ambiguous.  And this is exactly where the humor lies! The result is a hilarious game for all ages, where anyone can win and everyone will have fun. So grab your friends and family. Your ridiculously poor sculptures will inspire laughter that will be remembered for years to come!  Did you know that Alanis Morissette, Alan Moon, Stephen Glenn, Tom Vasel, and others created personalized Cluzzle Cards for the game? You can learn why the objects they chose are personal to them on the North Star Games website.  Cluzzle was modeled after a 1988 Klaus Teuber game called Barbarossa.  You can learn about the history of Cluzzle on the North Star Games website.","/boardgame/9606/cluzzle"
"782",2797,"Chez Geek 2  Slack Attack",2000,18976,2,8,45,45,18,"5","7",5,"16",4,1039,6.30824,5.7955,1.46236,1.4458,83,38,78,8,242,22229,478,0,0,1,3,0,"Board Game",1,4,3,0,2,2,0,3,1,"['Jon Darbro""']","['Alain H. Dawson', 'Jack Elmy', 'John Kovalic', 'Philip Reed']","['Edge Entertainment', 'Steve Jackson Games', 'Ubik']","['None']","['Card Game', 'Expansion for Base-game']","['French edition', 'Spanish edition', 'Steve Jackson English edition 2000']","['Set Collection', 'Take That']","['None']","['Chez Geek']","Expansion set for Chez Geek. Provides 55 new cards with new ways to slack or ruin your room mates attempts to slack...  Expands:      Chez Geek     New Edition       The Cards from Chez Geek 2: Slack Attack are now incorporated in Chez Geek: House Party edition with the cards from Chez Geek 3: Block Party.","/boardgameexpansion/2797/chez-geek-2-slack-attack"
"783",87632,"Escape of the Dead Minigame",2010,7799,1,1,15,15,7,"1","1",6,"8",2,181,6.30773,5.57507,1.51429,1.15,20,99,3,3,82,66964,877,20,0,11,7,2,"Board Game",1,1,2,0,5,4,0,8,1,"['Jason Sondoh""']","['Robertson Sondoh']","['(Web published)', 'Experimental Playground']","['None']","['Dice', 'Fighting', 'Horror', 'Print & Play', 'Zombies']","['Catalan edition', 'English edition', 'First edition', 'French edition', 'Spanish edition', 'Web-published edition 1.02']","['Action Points', 'Dice Rolling', 'Paper-and-Pencil', 'Worker Placement']","['None']","['Solitaire Games']","You are a survivor of a zombie apocalypse and you're stuck in a house with a broken car and hordes of zombies are  attacking in the lawn. But wait, you found tools enough to fix the car to escape from the hordes of zombies. ARE YOU READY FOR IT?  Escape of the Dead is a solo game. In the game you are trying to fix the car while trying to defend yourself against hordes of zombies. You're given 4 Action dice per turn, distribute between 3 sections of the game (either by shooting zombie, fixing the barricade and/or fixing the car). Roll for success on each section. Any zombie that survived will attack the barricade. When you successfully killed 10 zombies you will be rewarded with power-up. You lose when your barricade is down (i.e barricade's hp equals zero). You win when the car is fixed 100% and get out of the house.  All you need to play       1 A4 paper to print the board + rule      4 six sided dice      a pencil (optional)      an eraser (optional)     As of 1.5 (The 'portable edition'), all you need to play       1 A4/Letter paper to print the rules      1 A4/Letter cardstock to print the cards/zombies      4 six sided dice      4 transparent card sleeves (optional)      1 Dry Erase Marker/Grease Pencil (optional)      Something to erase markings (optional)      Gaming Stones (or some other marker) instead of Dry Erase/Grease Pencil. The amount you use is by preference. You will need from 3-30. 12 is ideal (1 for a zombie kill track, 1 for repair track, and 10 for barricade HP - You could make the barricade damage a track and only require 3 markers).     You can download the game for FREE in the file/download section below.  You can also visit us and play more games at http://experimentalplayground.blogspot.com/","/boardgame/87632/escape-dead-minigame"
"784",7089,"Panzer Grenadier  Afrika Korps",2002,6979,2,2,60,60,12,"2","2",5,"2",3,172,6.30756,5.59268,2.15666,2.625,32,109,30,16,93,50012,145,0,0,0,2,0,"Board Game",3,2,1,0,2,5,15,1,1,"['Michael Bennighof""', 'Mauro de Vita""', 'Brian L. Knipple""']","['Peggy Gordon', 'Terry Moore Strickland']","['Avalanche Press Ltd.']","['None']","['Wargame', 'World War II']","['First edition']","['Dice Rolling', 'Hexagon Grid', 'Modular Board', 'Secret Unit Deployment', 'Simulation']","['Panzer Grenadier: Alaskas War', 'Panzer Grenadier: Campaigns and Commanders Vol. 2 u2013 The Kings Officers', 'Panzer Grenadier: DAK 44', 'Panzer Grenadier: Divisione Corazzata', 'Panzer Grenadier: Edelweiss', 'Panzer Grenadier: Fronte Russo']","['Panzer Grenadier']","The Panzer Grenadier: The East Front series in North Africa. Fifty scenarios that cover the armored clashes of 1940 and 1941. Players take command of platoon sized units representing German, British, Australian and Italian infantry, tanks and artillery. Standalone addition to the Panzer Grenadier series of games.  After shipping troops and supplies to the Italian colony of Libya, the army there finally invaded British-held Egypt in September 1940. A series of campaigns followed as first one side and then the other gained the upper hand.  Afrika Korps covers the battles from the first segment of this campaign, in the Panzer Grenadier game system. The fifty scenarios range from the initial Italian raids of June 1940 to the Allied ""Operation Brevity"" of May 1941. Actions range from small but intense infantry fights to wide, sweeping tank battles. Afrika Korps is a complete standalone game, not requiring any other products for full enjoyment.  All the troops and tanks of the British, Australian, Italian and German armies that fought in Libya and Egypt are included.  Afrika Korps has the largest playing surface in the series, with three 22x34 maps printed on heavy paper.  Of the 50 scenarios, 40 of them only require one map, and only 2 require all 3.  Note that this game has garnered quite a lot of criticism for the depiction of some of the Italian standard infantry counters unarmed with their hands in the air (surrendering), which none of the Allied counters have.  Expanded by:      Panzer Grenadier: Sinister Forces     Panzer Grenadier: South Africa's War     This game is part of the Panzer Grenadier series","/boardgame/7089/panzer-grenadier-afrika-korps"
"785",73365,"Papayoo",2010,8528,3,8,30,30,7,"3","7",2,"6",1,131,6.30748,5.56182,1.55354,1,8,37,6,0,30,12743,879,6,0,3,5,1,"Board Game",1,0,1,0,2,1,0,2,0,"['(Uncredited)""']","['(Uncredited)']","['Gigamic']","['None']","['Card Game', 'Party Game']","['Multilingual second edition', 'Multlingual first edition']","['Trick-taking']","['None']","['Multilingual second edition', 'Multlingual first edition']","Get rid of your Payoo!  There are no jacks, queens or kings in Papayoo &amp;ndash; just an unusual die and a fifth suit called Payoo. The aim is to score the fewest points possible; to do so, try to avoid collecting those dreadful Payoos and especially the Papayoo, that confounded 7, whose suit changes with each new hand. That cursed die!  If you are unhappy with your hand, don't fret; just give your hand to the player on your left before starting. Be sure to make the right choice because you'll be getting the player's cards on your right. Then play your hand with no trumps or qualms. The best player doesn't always win!","/boardgame/73365/papayoo"
"786",7993,"Pole Position",1989,8820,2,5,60,60,10,"3","5",3,"12",2,107,6.3072,5.55775,1.15329,1.6923,13,46,13,0,36,16843,128,0,0,2,3,0,"Board Game",1,2,2,1,2,3,0,4,1,"['Gerhard E. Kodys""']","['Madeleine Kugler', 'Wolfgang Rieder']","['Kirjalito', 'Piatnik']","['1989 Spiel des Jahres Recommended']","['Racing', 'Sports']","['Kirjalito Finnish edition', 'Piatnik Car Number 1 Edition', 'Piatnik English edition', 'Piatnik German edition']","['Modular Board', 'Point to Point Movement', 'Simultaneous Action Selection']","['None']","['Sports: Auto Racing']","Racing game on a modular Board. Every player holds cards from 1 to 9. Everyone chooses one card and they are revealed simultaneous. Highest card moves first. There are some spaces e.g. TURBO (win one position) with special features. These are the heart of the game. Moving in front of an opponent costs 1 additional movement point.  The player with the most points from his 3 cars wins the race.","/boardgame/7993/pole-position"
"787",67,"Conquest +",1974,5253,2,4,120,120,10,"2","4",5,"12",1,349,6.30696,5.65602,1.66528,2.5161,31,342,66,22,178,87688,111,0,0,0,6,0,"Board Game",1,0,5,0,3,2,0,12,1,"['Donald Benge""']","['Donald Benge']","['(Self-Published)', 'Bu00fctehorn Spiele', 'Hexagames (I)', 'Numbskull Games', 'Quest Games']","['None']","['Abstract Strategy', 'Ancient', 'Wargame']","['Bu00fctehorn German/English/French edition', 'Conquest +', 'Hexagames Danish edition', 'Hexagames German 4-Player edition', 'Hexagames German edition', 'Hexagames German/English/French edition']","['Action Points', 'Point to Point Movement']","['None']","['Combinatorial']","Conquest was designed to be a diceless wargame.  Its latest version updates the original with plastic units and a colorful map.  Set in ancient times, Conquest has players utilizing troops, cavalry, chariots, elephants and ships to try to capture their opponents' fortifications or occupy the &amp;quot;quest&amp;quot; locations.  The map is designed for point-to-point movement, and play hinges on a pool of action points that each side uses to move its different units.  Conquest comes in two versions, one designed for four players and one designed exclusively for two.","/boardgame/67/conquest"
"788",671,"Bull Run  The First Major Battle of the American Civil War",1983,7013,2,2,240,240,12,"N/A","2",2,"14",0,203,6.30635,5.59174,1.47777,3.0385,26,221,52,2,126,49534,43,0,0,0,2,0,"Board Game",1,2,1,0,2,2,0,1,1,"['Richard Hamblen""']","['Dale Sheaffer', 'Chris White (I)']","['The Avalon Hill Game Co']","['None']","['American Civil War', 'Wargame']","['First edition']","['Dice Rolling', 'Hexagon Grid']","['None']","['States: Virginia']","Bull Run is a tactical combat game of the first battle of Bull Run.  The game is played on a map of the area over which the battle was fought overlaid with a hexagonal grid. Units are infantry, cavalry, and artillery, with brigade, division, and army leaders. Each turn is 30 minutes, and each hex represents 1000 ft. Units are basically regiments and batteries. Some infantry regiments with their brigade leader are capable of forming brigades, increasing offensive power at the expense of movement. Batteries can be limbered for increased movement at the expense of firepower, or unlimbered with full firepower and limited movement.  Combat is a modified version of the classic system adopted by the earlier Avalon Hill games.  However, rules for leader command activation, infantry screening of artillery, and infantry forming brigades to prevent soak-off attacks, ranged artillery, rally of losses are give the game a unique flavour.  The major terrain obstacle is Bull Run which provides the Confederate with defensive advantages and hinders Union movement.   The game begins with the Union troops approaching partially hidden, unsuspecting Confederate forces.  As the Union attack develops, additional Confederate leaders and combat units are activated and are rushed to stem the Union advance.  The Union player wins if he is able to capture any of three objective hexes by the end of the game or takes Manassas at any time.  The Confederate player wins if he takes Centreville at any time or prevents the Union player from holding any of objective hexes at the game end.  The game consists of a 32&amp;quot; by 22&amp;quot; mapboard, 260 counters, various charts, a 12 page rulebook and 1 die.   Magazine References:  The GENERAL Index  Article List:       The GENERAL Vol.20,No.5         Series Replay - Bull Run: The First Major Battle of the American Civil War, Rex A. Martin, Paul O'Neil, Richard Hamblen         Bull Run: The First Major Battle of the American Civil War &amp;ndash; ""West Point's Finest, The Commanders at Bull Run"" (Historical) A. Blumberg &amp;amp; Richard Hamblen         Bull Run: The First Major Battle of the American Civil War &amp;ndash; ""Rebel Yell, Opening placement for Confederate Players"" (Strategy) Rex A. Martin         Bull Run: The First Major Battle of the American Civil War &amp;ndash; ""First Blood, The Battle of First Bull Run"" (Historical) Michael Craighead         The Question Box - Bull Run: The First Major Battle of the American Civil War         Contest #117 - Bull Run: The First Major Battle of the American Civil War          The GENERAL Vol.20,No.6         Series Replay - Bull Run: The First Major Battle of the American Civil War, Rex A. Martin, Paul O'Neil, Richard Hamblen          The GENERAL Vol.25,No.5         Bull Run: The First Major Battle of the American Civil War &amp;ndash; ""Risky Business -A designer's look at Bull Run: The First Major Battle of the American Civil War"" (Designer notes) Richard Hamblen","/boardgame/671/bull-run-first-major-battle-american-civil-war"
